Station,District,Latitude,Longitude,timestamp,rainfall_mm
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 02:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 03:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 03:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 03:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 03:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 04:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 04:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 04:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 04:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 05:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 05:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 05:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 05:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 06:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 06:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 06:40:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 06:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 07:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 07:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 07:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 07:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 08:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 08:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 08:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 08:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 09:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 09:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 09:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 09:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 10:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 10:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 10:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 10:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 11:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 11:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 11:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 11:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 12:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 12:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 12:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 12:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 13:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 13:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 13:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 13:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 14:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 14:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 14:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 14:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 15:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 15:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 15:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 15:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 16:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 16:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 16:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 16:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 17:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 17:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 17:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 17:45:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 18:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 18:15:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 18:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 19:00:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 19:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 19:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 20:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 20:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 20:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 20:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 21:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 21:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 21:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 21:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 22:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 22:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 22:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 22:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 23:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 23:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 23:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-01 23:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 00:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 00:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 00:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 00:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 01:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 01:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 01:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 01:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 02:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 02:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 02:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 02:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 03:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 03:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 03:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 03:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 04:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 04:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 04:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 04:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 05:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 05:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 05:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 05:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 06:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 06:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 06:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 07:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 07:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 07:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 07:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 08:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 08:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 08:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 08:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 09:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 09:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 09:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 09:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 10:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 10:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 10:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 10:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 11:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 11:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 11:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 11:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 12:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 12:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 12:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 12:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 13:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 13:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 13:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 14:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 14:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 14:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 14:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 15:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 15:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 15:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 15:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 16:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 16:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 16:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 16:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 17:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 17:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 17:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 17:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 18:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 18:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 18:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 19:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 19:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 19:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 19:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 20:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 20:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 20:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 20:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 21:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 21:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 21:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 21:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 22:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 22:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 22:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 22:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 23:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 23:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 23:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-02 23:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 00:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 00:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 00:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 00:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 01:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 01:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 01:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 01:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 02:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 02:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 02:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 02:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 03:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 03:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 03:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 06:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 07:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 07:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 07:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 07:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 08:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 08:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 08:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 08:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 09:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 09:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 10:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 10:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 10:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 10:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 11:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 11:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 11:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 11:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 12:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 12:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 12:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 12:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 13:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 13:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 13:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 13:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 14:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 14:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 14:30:00,82.4
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 14:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 15:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 16:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 16:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 17:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 17:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 17:30:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 17:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 18:00:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 18:15:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 18:25:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-03 18:45:00,82.3
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-04 14:00:00,12.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-04 14:15:00,12.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-04 14:30:00,12.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-04 14:45:00,12.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-04 15:00:00,12.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-06 07:45:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-06 08:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-08 08:45:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-08 09:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-08 12:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 10:15:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 10:30:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 10:45:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 11:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 12:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 12:15:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 12:30:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 12:45:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 13:00:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 13:15:00,7.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 13:30:00,7.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 13:45:00,7.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-09 14:00:00,7.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-04-30 13:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 09:30:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 09:45:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 10:00:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 11:30:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 11:45:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 12:00:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 12:15:00,5.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 12:30:00,10.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 12:45:00,11.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 13:00:00,11.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 13:45:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 14:00:00,2.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 14:15:00,3.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 14:30:00,3.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 14:45:00,3.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 15:00:00,3.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 15:15:00,1.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 15:30:00,6.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 15:45:00,10.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 16:00:00,12.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 16:15:00,6.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 16:30:00,8.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 16:45:00,10.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-02 17:00:00,10.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-03 08:30:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-03 09:00:00,1.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-03 10:00:00,3.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-03 10:45:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-03 11:00:00,0.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-04 08:45:00,5.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-04 09:00:00,5.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-04 09:15:00,4.5
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-04 09:30:00,9.0
Dholai Bridge Rukni_1,CACHAR,24.594055,92.84563,2025-05-04 10:00:00,20.0
