Station,District,Latitude,Longitude,timestamp,month,day_of_year,rainfall_mm,rainfall_previous,rainfall_3_obs,rainfall_6_obs,river_level,river_level_change,river_level_rolling_mean_3,river_level_rolling_max_6,time_gap_hours,sequence_id,target_timestamp,future_timestamp,future_river_level,actual_forecast_gap_hours,future_river_level_change
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 03:00:00,3,84,3.0,18.0,28.0,28.0,0.508,-0.043,0.4526666666666667,0.551,13.0,3,2022-03-25 09:00:00,2022-03-25 10:00:00,0.426,7.0,-0.08200000000000002
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 04:00:00,3,84,1.0,3.0,22.0,29.0,0.44,-0.068,0.4996666666666667,0.551,1.0,3,2022-03-25 10:00:00,2022-03-25 10:00:00,0.426,6.0,-0.014000000000000012
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 05:00:00,3,84,1.0,1.0,5.0,30.0,0.42,-0.02,0.4559999999999999,0.551,1.0,3,2022-03-25 11:00:00,2022-03-25 10:00:00,0.426,5.0,0.006000000000000005
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 06:00:00,3,84,1.0,1.0,3.0,31.0,0.371,-0.0489999999999999,0.4103333333333332,0.551,1.0,3,2022-03-25 12:00:00,2022-03-25 10:00:00,0.426,4.0,0.05499999999999999
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 10:00:00,3,84,1.0,1.0,3.0,25.0,0.426,0.0549999999999999,0.4056666666666666,0.551,4.0,3,2022-03-25 16:00:00,2022-03-25 15:00:00,0.494,5.0,0.068
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-03-25 15:00:00,3,84,1.0,1.0,3.0,8.0,0.494,0.068,0.4303333333333333,0.508,5.0,3,2022-03-25 21:00:00,2022-03-25 21:00:00,0.363,6.0,-0.131
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-17 11:00:00,7,198,1.0,2.0,4.0,8.0,2.621,0.4199999999999999,1.6833333333333336,2.621,263.0,10,2022-07-17 17:00:00,2022-07-17 19:00:00,2.55,8.0,-0.07100000000000017
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-30 17:00:00,7,211,1.0,1.0,3.0,6.0,1.995,0.8980000000000001,1.588,2.492,30.0,18,2022-07-30 23:00:00,2022-07-30 23:00:00,2.032,6.0,0.03699999999999992
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-30 21:00:00,7,211,1.0,1.0,3.0,6.0,2.057,0.0619999999999998,1.7163333333333333,2.219,4.0,18,2022-07-31 03:00:00,2022-07-31 02:00:00,1.956,5.0,-0.10099999999999998
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-31 11:00:00,7,212,1.0,1.0,3.0,6.0,2.019,0.0630000000000001,2.002333333333333,2.057,9.0,18,2022-07-31 17:00:00,2022-07-31 16:00:00,1.029,5.0,-0.9900000000000002
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-31 16:00:00,7,212,1.0,1.0,3.0,6.0,1.029,-0.9900000000000002,1.668,2.057,5.0,18,2022-07-31 22:00:00,2022-07-31 20:00:00,1.468,4.0,0.43900000000000006
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-07-31 20:00:00,7,212,1.0,1.0,3.0,6.0,1.468,0.439,1.5053333333333334,2.057,4.0,18,2022-08-01 02:00:00,2022-08-01 00:00:00,1.594,4.0,0.1260000000000001
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 00:00:00,8,213,1.0,1.0,3.0,6.0,1.594,0.1260000000000001,1.3636666666666668,2.032,4.0,18,2022-08-01 06:00:00,2022-08-01 06:00:00,0.929,6.0,-0.665
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 04:00:00,8,213,1.0,1.0,3.0,6.0,1.272,-0.322,1.4446666666666663,2.019,4.0,18,2022-08-01 10:00:00,2022-08-01 11:00:00,1.024,7.0,-0.248
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 06:00:00,8,213,1.0,1.0,3.0,6.0,0.929,-0.3429999999999999,1.265,2.019,2.0,18,2022-08-01 12:00:00,2022-08-01 11:00:00,1.024,5.0,0.09499999999999997
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 08:00:00,8,213,1.0,1.0,3.0,6.0,0.859,-0.07,1.0199999999999998,1.594,2.0,18,2022-08-01 14:00:00,2022-08-01 13:00:00,0.84,5.0,-0.019000000000000017
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 11:00:00,8,213,1.0,1.0,3.0,6.0,1.024,0.165,0.9373333333333336,1.594,3.0,18,2022-08-01 17:00:00,2022-08-01 17:00:00,0.848,6.0,-0.17600000000000005
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 13:00:00,8,213,1.0,1.0,3.0,6.0,0.84,-0.184,0.9076666666666666,1.594,2.0,18,2022-08-01 19:00:00,2022-08-01 20:00:00,0.997,7.0,0.15700000000000003
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 15:00:00,8,213,1.0,1.0,3.0,6.0,0.872,0.032,0.912,1.272,2.0,18,2022-08-01 21:00:00,2022-08-01 20:00:00,0.997,5.0,0.125
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 17:00:00,8,213,1.0,1.0,3.0,6.0,0.848,-0.024,0.8533333333333334,1.024,2.0,18,2022-08-01 23:00:00,2022-08-02 00:00:00,1.114,7.0,0.2660000000000001
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-01 20:00:00,8,213,1.0,1.0,3.0,6.0,0.997,0.149,0.9056666666666668,1.024,3.0,18,2022-08-02 02:00:00,2022-08-02 03:00:00,1.147,7.0,0.15000000000000002
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 00:00:00,8,214,1.0,1.0,3.0,6.0,1.114,0.1170000000000001,0.9863333333333334,1.114,4.0,18,2022-08-02 06:00:00,2022-08-02 07:00:00,1.363,7.0,0.2489999999999999
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 03:00:00,8,214,1.0,1.0,3.0,6.0,1.147,0.0329999999999999,1.086,1.147,3.0,18,2022-08-02 09:00:00,2022-08-02 10:00:00,1.323,7.0,0.17599999999999993
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 07:00:00,8,214,1.0,1.0,3.0,6.0,1.363,0.2159999999999999,1.2080000000000002,1.363,4.0,18,2022-08-02 13:00:00,2022-08-02 13:00:00,1.487,6.0,0.12400000000000011
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 10:00:00,8,214,1.0,1.0,3.0,6.0,1.323,-0.04,1.2776666666666667,1.363,3.0,18,2022-08-02 16:00:00,2022-08-02 16:00:00,1.408,6.0,0.08499999999999996
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 13:00:00,8,214,1.0,1.0,3.0,6.0,1.487,0.1640000000000001,1.391,1.487,3.0,18,2022-08-02 19:00:00,2022-08-02 21:00:00,1.358,8.0,-0.129
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 16:00:00,8,214,1.0,1.0,3.0,6.0,1.408,-0.0790000000000001,1.406,1.487,3.0,18,2022-08-02 22:00:00,2022-08-02 21:00:00,1.358,5.0,-0.04999999999999982
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 21:00:00,8,214,1.0,1.0,3.0,6.0,1.358,-0.0499999999999998,1.4176666666666666,1.487,5.0,18,2022-08-03 03:00:00,2022-08-03 02:00:00,1.281,5.0,-0.07700000000000018
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-02 23:00:00,8,214,1.0,1.0,3.0,6.0,1.34,-0.018,1.3686666666666667,1.487,2.0,18,2022-08-03 05:00:00,2022-08-03 05:00:00,1.362,6.0,0.02200000000000002
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-03 05:00:00,8,215,1.0,1.0,3.0,6.0,1.362,0.0810000000000001,1.3276666666666666,1.487,3.0,18,2022-08-03 11:00:00,2022-08-03 12:00:00,1.462,7.0,0.09999999999999987
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-03 12:00:00,8,215,1.0,1.0,3.0,6.0,1.462,0.0999999999999998,1.3683333333333334,1.462,7.0,18,2022-08-03 18:00:00,2022-08-03 17:00:00,1.557,5.0,0.09499999999999997
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-03 15:00:00,8,215,1.0,1.0,3.0,6.0,1.533,0.0709999999999999,1.4523333333333337,1.533,3.0,18,2022-08-03 21:00:00,2022-08-03 22:00:00,1.531,7.0,-0.0020000000000000018
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-03 17:00:00,8,215,1.0,1.0,3.0,6.0,1.557,0.024,1.5173333333333332,1.557,2.0,18,2022-08-03 23:00:00,2022-08-03 22:00:00,1.531,5.0,-0.026000000000000023
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-03 22:00:00,8,215,1.0,1.0,3.0,6.0,1.531,-0.026,1.540333333333333,1.557,5.0,18,2022-08-04 04:00:00,2022-08-04 05:00:00,1.573,7.0,0.04200000000000004
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 02:00:00,8,216,1.0,1.0,3.0,6.0,1.616,0.0850000000000001,1.5679999999999998,1.616,4.0,18,2022-08-04 08:00:00,2022-08-04 10:00:00,1.663,8.0,0.04699999999999993
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 05:00:00,8,216,1.0,1.0,3.0,6.0,1.573,-0.0430000000000001,1.5733333333333333,1.616,3.0,18,2022-08-04 11:00:00,2022-08-04 10:00:00,1.663,5.0,0.09000000000000008
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 10:00:00,8,216,1.0,1.0,3.0,6.0,1.663,0.09,1.6173333333333335,1.663,5.0,18,2022-08-04 16:00:00,2022-08-04 15:00:00,1.706,5.0,0.04299999999999993
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 13:00:00,8,216,1.0,1.0,3.0,6.0,1.689,0.026,1.6416666666666666,1.689,3.0,18,2022-08-04 19:00:00,2022-08-04 19:00:00,1.62,6.0,-0.06899999999999995
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 15:00:00,8,216,1.0,1.0,3.0,6.0,1.706,0.0169999999999999,1.686,1.706,2.0,18,2022-08-04 21:00:00,2022-08-04 19:00:00,1.62,4.0,-0.08599999999999985
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 19:00:00,8,216,1.0,1.0,3.0,6.0,1.62,-0.0859999999999998,1.6716666666666669,1.706,4.0,18,2022-08-05 01:00:00,2022-08-04 23:00:00,1.695,4.0,0.07499999999999996
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-04 23:00:00,8,216,1.0,1.0,3.0,6.0,1.695,0.0749999999999999,1.6736666666666666,1.706,4.0,18,2022-08-05 05:00:00,2022-08-05 04:00:00,1.802,5.0,0.10699999999999998
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-05 04:00:00,8,217,1.0,1.0,3.0,6.0,1.802,0.1069999999999999,1.7056666666666669,1.802,5.0,18,2022-08-05 10:00:00,2022-08-05 09:00:00,1.77,5.0,-0.03200000000000003
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-10 11:00:00,8,222,1.0,1.0,3.0,6.0,1.623,-0.147,1.731666666666667,1.802,122.0,19,2022-08-10 17:00:00,2022-08-10 18:00:00,1.797,7.0,0.17399999999999993
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-10 13:00:00,8,222,1.0,1.0,3.0,6.0,1.647,0.024,1.68,1.802,2.0,19,2022-08-10 19:00:00,2022-08-10 18:00:00,1.797,5.0,0.1499999999999999
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-10 18:00:00,8,222,1.0,1.0,3.0,6.0,1.797,0.1499999999999999,1.689,1.802,5.0,19,2022-08-11 00:00:00,2022-08-11 01:00:00,1.849,7.0,0.052000000000000046
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2022-08-11 01:00:00,8,223,1.0,1.0,3.0,6.0,1.849,0.052,1.7643333333333333,1.849,7.0,19,2022-08-11 07:00:00,2022-08-11 08:00:00,1.87,7.0,0.02100000000000013
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-06-28 06:00:00,6,179,1.0,1.0,3.0,6.0,2.365,0.3560000000000003,2.219,2.365,23.0,39,2023-06-28 12:00:00,2023-06-28 12:00:00,2.57,6.0,0.20499999999999963
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-06-28 11:00:00,6,179,1.0,1.0,3.0,6.0,2.502,0.1369999999999995,2.292,2.502,5.0,39,2023-06-28 17:00:00,2023-06-28 16:00:00,2.651,5.0,0.14900000000000002
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-06-28 12:00:00,6,179,1.0,1.0,3.0,6.0,2.57,0.068,2.4789999999999996,2.57,1.0,39,2023-06-28 18:00:00,2023-06-28 16:00:00,2.651,4.0,0.08099999999999996
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-01 20:00:00,7,182,1.0,1.0,3.0,6.0,2.197,-0.399,2.4346666666666663,2.698,12.0,42,2023-07-02 02:00:00,2023-07-02 02:00:00,2.265,6.0,0.06800000000000006
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 02:00:00,7,183,1.0,1.0,3.0,6.0,2.265,0.068,2.3526666666666665,2.698,6.0,42,2023-07-02 08:00:00,2023-07-02 08:00:00,2.386,6.0,0.121
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 04:00:00,7,183,1.0,1.0,3.0,6.0,2.344,0.0789999999999997,2.2686666666666664,2.698,2.0,42,2023-07-02 10:00:00,2023-07-02 10:00:00,2.369,6.0,0.025000000000000355
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 05:00:00,7,183,3.0,1.0,5.0,8.0,2.358,0.0140000000000002,2.322333333333333,2.596,1.0,42,2023-07-02 11:00:00,2023-07-02 11:00:00,2.361,6.0,0.0030000000000001137
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 06:00:00,7,183,2.0,3.0,6.0,9.0,2.362,0.004,2.3546666666666662,2.596,1.0,42,2023-07-02 12:00:00,2023-07-02 12:00:00,2.331,6.0,-0.03100000000000014
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 07:00:00,7,183,2.0,2.0,7.0,10.0,2.377,0.0149999999999996,2.3656666666666664,2.377,1.0,42,2023-07-02 13:00:00,2023-07-02 13:00:00,2.342,6.0,-0.0349999999999997
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 08:00:00,7,183,1.0,2.0,5.0,10.0,2.386,0.0090000000000003,2.3749999999999996,2.386,1.0,42,2023-07-02 14:00:00,2023-07-02 14:00:00,2.358,6.0,-0.028000000000000025
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 09:00:00,7,183,1.0,1.0,4.0,10.0,2.374,-0.012,2.3789999999999996,2.386,1.0,42,2023-07-02 15:00:00,2023-07-02 15:00:00,2.334,6.0,-0.040000000000000036
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 10:00:00,7,183,2.0,1.0,4.0,11.0,2.369,-0.0049999999999998,2.376333333333333,2.386,1.0,42,2023-07-02 16:00:00,2023-07-02 16:00:00,2.34,6.0,-0.02900000000000036
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 11:00:00,7,183,2.0,2.0,5.0,10.0,2.361,-0.008,2.368,2.386,1.0,42,2023-07-02 17:00:00,2023-07-02 17:00:00,2.336,6.0,-0.025000000000000355
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 12:00:00,7,183,3.0,2.0,7.0,11.0,2.331,-0.0300000000000002,2.3536666666666664,2.386,1.0,42,2023-07-02 18:00:00,2023-07-02 18:00:00,2.241,6.0,-0.08999999999999986
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 13:00:00,7,183,2.0,3.0,7.0,11.0,2.342,0.0110000000000001,2.3446666666666665,2.386,1.0,42,2023-07-02 19:00:00,2023-07-02 19:00:00,2.187,6.0,-0.15500000000000025
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 14:00:00,7,183,3.0,2.0,8.0,13.0,2.358,0.016,2.343666666666666,2.374,1.0,42,2023-07-02 20:00:00,2023-07-02 20:00:00,2.202,6.0,-0.15600000000000014
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 15:00:00,7,183,2.0,3.0,7.0,14.0,2.334,-0.024,2.3446666666666665,2.369,1.0,42,2023-07-02 21:00:00,2023-07-02 21:00:00,2.272,6.0,-0.06200000000000028
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 16:00:00,7,183,2.0,2.0,7.0,14.0,2.34,0.0059999999999997,2.3439999999999994,2.361,1.0,42,2023-07-02 22:00:00,2023-07-02 21:00:00,2.272,5.0,-0.06800000000000006
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 17:00:00,7,183,1.0,2.0,5.0,13.0,2.336,-0.004,2.3366666666666664,2.358,1.0,42,2023-07-02 23:00:00,2023-07-02 21:00:00,2.272,4.0,-0.06400000000000006
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 18:00:00,7,183,2.0,1.0,5.0,12.0,2.241,-0.0949999999999997,2.305666666666666,2.358,1.0,42,2023-07-03 00:00:00,2023-07-03 01:00:00,2.037,7.0,-0.20400000000000018
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 19:00:00,7,183,1.0,2.0,4.0,11.0,2.187,-0.0540000000000002,2.254666666666666,2.358,1.0,42,2023-07-03 01:00:00,2023-07-03 01:00:00,2.037,6.0,-0.1499999999999999
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 20:00:00,7,183,1.0,1.0,4.0,9.0,2.202,0.0150000000000001,2.2099999999999995,2.34,1.0,42,2023-07-03 02:00:00,2023-07-03 01:00:00,2.037,5.0,-0.16500000000000004
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-02 21:00:00,7,183,1.0,1.0,3.0,8.0,2.272,0.0699999999999998,2.220333333333333,2.34,1.0,42,2023-07-03 03:00:00,2023-07-03 01:00:00,2.037,4.0,-0.23499999999999988
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-03 01:00:00,7,184,1.0,1.0,3.0,7.0,2.037,-0.2349999999999998,2.1703333333333332,2.336,4.0,42,2023-07-03 07:00:00,2023-07-03 07:00:00,2.311,6.0,0.274
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-03 07:00:00,7,184,1.0,1.0,3.0,7.0,2.311,0.274,2.2066666666666666,2.311,6.0,42,2023-07-03 13:00:00,2023-07-03 12:00:00,2.104,5.0,-0.20699999999999985
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-03 10:00:00,7,184,1.0,1.0,3.0,6.0,2.217,-0.0939999999999998,2.188333333333333,2.311,3.0,42,2023-07-03 16:00:00,2023-07-03 14:00:00,2.03,4.0,-0.18700000000000028
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-05 22:00:00,7,186,1.0,1.0,3.0,11.0,2.543,-0.0379999999999998,2.557333333333333,2.581,14.0,45,2023-07-06 04:00:00,2023-07-06 03:00:00,2.65,5.0,0.10699999999999976
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 03:00:00,7,187,1.0,1.0,3.0,7.0,2.65,0.1069999999999997,2.591333333333333,2.65,5.0,45,2023-07-06 09:00:00,2023-07-06 09:00:00,2.555,6.0,-0.09499999999999975
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 05:00:00,7,187,1.0,1.0,3.0,6.0,2.631,-0.0190000000000001,2.608,2.65,2.0,45,2023-07-06 11:00:00,2023-07-06 12:00:00,2.616,7.0,-0.01499999999999968
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 06:00:00,7,187,1.0,1.0,3.0,6.0,2.581,-0.0499999999999998,2.6206666666666663,2.65,1.0,45,2023-07-06 12:00:00,2023-07-06 12:00:00,2.616,6.0,0.03500000000000014
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 09:00:00,7,187,1.0,1.0,3.0,6.0,2.555,-0.0259999999999998,2.589,2.65,3.0,45,2023-07-06 15:00:00,2023-07-06 15:00:00,2.629,6.0,0.07399999999999984
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 12:00:00,7,187,1.0,1.0,3.0,6.0,2.616,0.0609999999999999,2.5839999999999996,2.65,3.0,45,2023-07-06 18:00:00,2023-07-06 18:00:00,2.618,6.0,0.0019999999999997797
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 15:00:00,7,187,1.0,1.0,3.0,6.0,2.629,0.0129999999999999,2.5999999999999996,2.65,3.0,45,2023-07-06 21:00:00,2023-07-06 21:00:00,2.537,6.0,-0.09200000000000008
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 16:00:00,7,187,1.0,1.0,3.0,6.0,2.67,0.0409999999999999,2.638333333333333,2.67,1.0,45,2023-07-06 22:00:00,2023-07-06 21:00:00,2.537,5.0,-0.133
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 18:00:00,7,187,2.0,1.0,4.0,7.0,2.618,-0.052,2.639,2.67,2.0,45,2023-07-07 00:00:00,2023-07-07 00:00:00,2.573,6.0,-0.04499999999999993
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 19:00:00,7,187,1.0,2.0,4.0,7.0,2.59,-0.028,2.625999999999999,2.67,1.0,45,2023-07-07 01:00:00,2023-07-07 00:00:00,2.573,5.0,-0.016999999999999904
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 20:00:00,7,187,1.0,1.0,4.0,7.0,2.552,-0.0379999999999998,2.586666666666666,2.67,1.0,45,2023-07-07 02:00:00,2023-07-07 02:00:00,2.569,6.0,0.016999999999999904
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-06 21:00:00,7,187,1.0,1.0,3.0,7.0,2.537,-0.0150000000000001,2.5596666666666663,2.67,1.0,45,2023-07-07 03:00:00,2023-07-07 03:00:00,2.609,6.0,0.07200000000000006
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-07 00:00:00,7,188,1.0,1.0,3.0,7.0,2.573,0.036,2.554,2.67,3.0,45,2023-07-07 06:00:00,2023-07-07 08:00:00,2.697,8.0,0.12400000000000011
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-07 02:00:00,7,188,1.0,1.0,3.0,7.0,2.569,-0.004,2.5596666666666663,2.618,2.0,45,2023-07-07 08:00:00,2023-07-07 08:00:00,2.697,6.0,0.1280000000000001
NH15 Crossing Dhansirighat,Udalguri,26.69583333,92.25777778,2023-07-07 03:00:00,7,188,1.0,1.0,3.0,6.0,2.609,0.04,2.5836666666666663,2.609,1.0,45,2023-07-07 09:00:00,2023-07-07 09:00:00,2.694,6.0,0.08499999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-04-04 02:00:00,4,94,0.5,1.0,2.0,4.0,0.428,0.016,0.454,0.522,20.0,10,2022-04-04 08:00:00,2022-04-04 10:00:00,0.435,8.0,0.007000000000000006
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-04-04 23:00:00,4,94,1.0,0.5,2.0,4.0,0.722,0.287,0.5283333333333333,0.722,13.0,11,2022-04-05 05:00:00,2022-04-05 06:00:00,0.811,7.0,0.08900000000000008
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-04-05 06:00:00,4,95,0.5,1.0,2.0,4.0,0.811,0.089,0.656,0.811,7.0,11,2022-04-05 12:00:00,2022-04-05 13:00:00,0.771,7.0,-0.040000000000000036
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-04-06 02:00:00,4,96,0.5,0.5,1.5,3.5,0.738,-0.033,0.7733333333333334,0.811,13.0,12,2022-04-06 08:00:00,2022-04-06 09:00:00,0.86,7.0,0.122
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-04-07 08:00:00,4,97,1.0,0.5,2.0,3.5,0.672,-0.003,0.7356666666666666,0.86,12.0,12,2022-04-07 14:00:00,2022-04-07 14:00:00,0.748,6.0,0.07599999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-05-15 02:00:00,5,135,1.0,1.0,3.0,4.5,0.811,0.063,0.7436666666666666,0.86,900.0,13,2022-05-15 08:00:00,2022-05-15 06:00:00,1.156,4.0,0.34499999999999986
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-05-15 05:00:00,5,135,5.5,8.0,14.5,17.0,1.016,0.0,0.9476666666666668,1.016,1.0,13,2022-05-15 11:00:00,2022-05-15 13:00:00,1.147,8.0,0.131
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-05-15 06:00:00,5,135,26.0,5.5,39.5,42.5,1.156,0.1399999999999999,1.0626666666666666,1.156,1.0,13,2022-05-15 12:00:00,2022-05-15 13:00:00,1.147,7.0,-0.008999999999999897
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-05-19 21:00:00,5,139,0.5,1.0,3.5,6.5,1.228,-0.2159999999999999,1.3706666666666667,1.444,37.0,16,2022-05-20 03:00:00,2022-05-20 04:30:00,1.199,7.5,-0.028999999999999915
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-06-06 05:00:00,6,157,1.5,130.5,132.5,136.5,0.773,-0.426,1.0666666666666669,1.444,408.5,17,2022-06-06 11:00:00,2022-06-06 11:00:00,0.885,6.0,0.11199999999999999
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-06-06 06:00:00,6,157,0.5,1.5,132.5,136.0,0.787,0.014,0.9196666666666669,1.444,1.0,17,2022-06-06 12:00:00,2022-06-06 11:00:00,0.885,5.0,0.09799999999999998
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2022-06-15 00:00:00,6,166,3.0,0.5,4.0,19.5,1.12,0.3840000000000001,0.902,1.12,67.0,20,2022-06-15 06:00:00,2022-06-15 05:00:00,1.185,5.0,0.06499999999999995
